task,stage,model_family,family,specification,model_id,representation,quantile,cohort,origin,fold,n_train,n_evaluation,train_order_id_sha256,evaluation_order_id_sha256,test_order_id_sha256,parameters_json,numeric_features_json,categorical_features_json,ordered_feature_sha256,fitted_model_sha256,model_hash_type,best_iteration,source_model_frame_sha256,direct_config_sha256
breach,development_calibration_oof,xgboost,xgboost,DPG,DPG,full,,development_fold_3,2017-11-01,3,24106,10309,e3bfae30130dce93f2dedc1476ea0ccd107cd5fd6d4b61c550fdd0ba849e09ba,c66863b27c980f56b785b4a84b195fbe26e00ea2226e44282f6883af52bffc26,c66863b27c980f56b785b4a84b195fbe26e00ea2226e44282f6883af52bffc26,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,0ff6e58884e3d060e6683b3ca06cfa47527d6b4ae1ec6a81f8c1b4ae246daf76,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_calibration_oof,xgboost,xgboost,DPS,DPS,full,,development_fold_3,2017-11-01,3,24106,10309,e3bfae30130dce93f2dedc1476ea0ccd107cd5fd6d4b61c550fdd0ba849e09ba,c66863b27c980f56b785b4a84b195fbe26e00ea2226e44282f6883af52bffc26,c66863b27c980f56b785b4a84b195fbe26e00ea2226e44282f6883af52bffc26,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,0ef32f776847f3e5c13887a460bdf763d11be88f1f4885244ef59ec9f1d50809,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,logistic_l2,logistic_l2,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""C"":0.01,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,a52494024cef759dc5d8476141577ade769573e4aab871263aafc75ca69ba62b,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,logistic_l2,logistic_l2,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""C"":0.1,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,414a8acef95809858575d9a6ef47ba26c21c4eeffb477c85e4afa07f7980aee7,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,logistic_l2,logistic_l2,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""C"":1.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,5e53d262b722979e9dd4185facd60d7e24e2a911df43d958c7a624b25bc76655,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,logistic_l2,logistic_l2,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,bd9c89183dc404a26b6d982fade3def65949856481a18a06d7d158d90a50b0d5,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,7cd125bc573dc320b89bdaff52b32a32978c6ba83d51cdae8a615c8ec2db0a2f,sha256_pickle_protocol_5_fitted_wrapper,6,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,3232321f499ec80602b2c876911bf133d73a8014ed5345afd4d2834e01bcc640,sha256_pickle_protocol_5_fitted_wrapper,2,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":6,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,9da1fafba576d50d70eaf1fcf469f8bf9fb29ae5ed40af792f9c0ecca2da5105,sha256_pickle_protocol_5_fitted_wrapper,1,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":6,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,f7089798239a94d3456ac8a308649839df8f2e2335b39d6932d0746c87a8c342,sha256_pickle_protocol_5_fitted_wrapper,2,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,f186f6367ccbab2b56f6cd8a3c5397ddef511795abcf5f63ebc54a54fbb6f953,sha256_pickle_protocol_5_fitted_wrapper,2,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":3,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,1d6b048deb420a3ff61b0d1d0ae24309db4c299656e41e0ce3f48179d29c1bf5,sha256_pickle_protocol_5_fitted_wrapper,2,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":6,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,7e951c8648eab5346b9c60d43917c223d7bd7a10df974a54ce494793b909b3c2,sha256_pickle_protocol_5_fitted_wrapper,1,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_1,2017-07-01,1,7904,6695,7836169560cf97ecc0364b862f32202640c5159d88f65c8e4152e5724792a6d8,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,d09128ed98505e62a36afab6ba0be1771d8f9f810e8cd4d77cb32230893faeb6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":6,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,eecfa30bce3357b9531c843ac086e5f534a971edcb7f5603ea2af7c14a07a78b,sha256_pickle_protocol_5_fitted_wrapper,2,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,logistic_l2,logistic_l2,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""C"":0.01,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,e1704aa24f3e7d12ea7e7866e63fb7241aa52b09ac82894a14238b0f1dfa74b4,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,logistic_l2,logistic_l2,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""C"":0.1,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,a90687f690894b7b659b6f0b0aa3ccb9def5b18681669af84205a31cd7979e5e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,logistic_l2,logistic_l2,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""C"":1.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,62fd8d608d6cf872833453daf639a5a428be85fe347d7c1b5bc17be929cbf9aa,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,logistic_l2,logistic_l2,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,03396e9191acc74b4265b144544a7b172971d3616cc94b6181c5407537e2474e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,28aadcb1496a66bd8c4a4cf261d066903248c268d8412d7a8892a06064f37796,sha256_pickle_protocol_5_fitted_wrapper,3,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,e5e9cbb048cbd33c9375620f2585155c61cbf729ad8c23c246b6d14c6fa7c7f3,sha256_pickle_protocol_5_fitted_wrapper,2,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":6,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,b318e59d752a1e44ddc93ac8761a9728033bea00fc1200af08a72520836ea453,sha256_pickle_protocol_5_fitted_wrapper,1,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":6,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,1f0f4dc5df43569cf49a3ee678c115ebec1fe659e25ea626c380a4020ba1c1e7,sha256_pickle_protocol_5_fitted_wrapper,0,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,a5cc99f9466dfe8ecbf0bfbcc79317454ccded3c110a6c7e87b1b59adc58ba46,sha256_pickle_protocol_5_fitted_wrapper,3,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":3,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,a606d3b248ebb4c81fe2055cfd5aeedc3196fd609e0be562e30c629f70ac3fb2,sha256_pickle_protocol_5_fitted_wrapper,2,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,development_fold_2,2017-09-01,2,15659,7062,7a815cb278e9123fd713e5c94e3ee08ad4602f7416e1c478f119b0e7621bdf6f,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,67c5b1ae5810ebeb89141c8c652aea51e30b40d843c2f57acdc8f2ad51610428,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":6,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,b26eee620aa32811c95ce83bb0ad8b4fe15b0949963f1f754297dc63997ae7cd,sha256_pickle_protocol_5_fitted_wrapper,1,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
